1,Alex Abrines\abrinal01,SG,25,OKC,8,0,174,22,54,.407,14,40,.350,8,14,.571,.537,4,5,.800,1,9,10,6,7,3,3,18,62
2,Jaylen Adams\adamsja01,PG,22,ATL,4,0,13,1,4,.250,1,4,.250,0,0,,.375,0,0,,0,2,2,1,0,1,0,0,3
3,Steven Adams\adamsst01,C,25,OKC,7,7,230,37,67,.552,0,0,,37,67,.552,.552,20,36,.556,33,41,74,9,11,9,10,18,94
4,Bam Adebayo\adebaba01,C,21,MIA,7,0,124,18,37,.486,0,2,.000,18,35,.514,.486,16,23,.696,15,32,47,7,3,2,10,16,52
5,DeVaughn Akoon-Purcell\akoonde01,SG,25,DEN,2,0,5,0,2,.000,0,1,.000,0,1,.000,.000,1,2,.500,1,0,1,0,0,0,0,1,1
6,LaMarcus Aldridge\aldrila01,C,33,SAS,7,7,247,54,122,.443,0,4,.000,54,118,.458,.443,36,48,.750,30,34,64,22,4,9,12,14,144
7,Grayson Allen\allengr01,SG,23,UTA,6,1,68,9,20,.450,4,12,.333,5,8,.625,.550,9,10,.900,0,2,2,3,0,0,2,7,31
8,Jarrett Allen\allenja01,C,20,BRK,9,9,238,41,68,.603,2,8,.250,39,60,.650,.618,15,28,.536,18,49,67,15,4,17,14,17,99
9,Al-Farouq Aminu\aminual01,PF,28,POR,8,8,232,23,59,.390,8,29,.276,15,30,.500,.458,16,18,.889,9,61,70,3,6,2,6,18,70
10,Kyle Anderson\anderky01,SF,25,MEM,7,4,169,10,30,.333,0,2,.000,10,28,.357,.333,6,12,.500,9,32,41,15,9,2,10,14,26
11,Ryan Anderson\anderry01,PF,30,PHO,8,6,172,16,46,.348,6,24,.250,10,22,.455,.413,11,14,.786,11,17,28,13,2,0,7,10,49
12,Ike Anigbogu\anigbik01,C,20,IND,1,0,3,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,1,1,0,0,1,1,0,0
13,Giannis Antetokounmpo\antetgi01,PF,24,MIL,7,7,220,73,140,.521,1,17,.059,72,123,.585,.525,36,51,.706,20,76,96,36,7,10,34,25,183
14,Carmelo Anthony\anthoca01,PF,34,HOU,7,2,218,37,87,.425,18,44,.409,19,43,.442,.529,15,21,.714,6,31,37,4,4,7,7,25,107
15,OG Anunoby\anunoog01,SF,21,TOR,6,1,142,16,36,.444,6,20,.300,10,16,.625,.528,0,0,,4,14,18,3,3,2,4,16,38
16,Ryan Arcidiacono\arcidry01,PG,24,CHI,8,0,201,17,35,.486,12,25,.480,5,10,.500,.657,5,5,1.000,1,13,14,44,6,1,6,17,51
17,Trevor Ariza\arizatr01,SF,33,PHO,8,8,262,26,77,.338,15,46,.326,11,31,.355,.435,14,15,.933,6,34,40,29,6,1,13,11,81
18,D.J. Augustin\augusdj01,PG,31,ORL,8,8,210,24,65,.369,12,30,.400,12,35,.343,.462,13,14,.929,6,13,19,36,3,0,8,9,73
19,Deandre Ayton\aytonde01,C,20,PHO,8,8,253,60,96,.625,0,0,,60,96,.625,.625,15,20,.750,22,66,88,25,4,6,11,23,135
20,Dwayne Bacon\bacondw01,SG,23,CHO,3,0,21,4,8,.500,2,4,.500,2,4,.500,.625,4,4,1.000,0,2,2,2,1,0,0,2,14
21,Marvin Bagley\baglema01,PF,19,SAC,9,0,210,46,83,.554,5,9,.556,41,74,.554,.584,20,33,.606,27,35,62,10,7,10,21,21,117
22,Ron Baker\bakerro01,SG,25,NYK,6,0,79,1,10,.100,0,7,.000,1,3,.333,.100,3,4,.750,0,4,4,7,3,0,2,13,5
23,Wade Baldwin\baldwwa01,PG,22,POR,2,0,5,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,0,2,2,0,0,0,2,0,0
24,Lonzo Ball\balllo01,PG,21,LAL,8,6,224,30,65,.462,16,39,.410,14,26,.538,.585,5,9,.556,6,30,36,36,9,0,11,15,81
25,Mohamed Bamba\bambamo01,C,20,ORL,8,0,164,20,39,.513,5,16,.313,15,23,.652,.577,2,7,.286,10,33,43,11,2,14,5,9,47
26,J.J. Barea\bareajo01,PG,34,DAL,9,0,165,26,83,.313,6,26,.231,20,57,.351,.349,8,14,.571,5,15,20,57,6,0,12,14,66
27,Harrison Barnes\barneha02,SF,26,DAL,5,5,160,26,74,.351,8,27,.296,18,47,.383,.405,12,18,.667,2,18,20,7,4,2,7,12,72
28,Will Barton\bartowi01,SG,28,DEN,2,2,54,12,21,.571,5,9,.556,7,12,.583,.690,4,4,1.000,0,10,10,6,1,2,3,5,33
29,Keita Bates-Diop\bateske01,SF,23,MIN,1,0,6,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,0,0
30,Nicolas Batum\batumni01,SF,30,CHO,9,9,307,36,79,.456,17,42,.405,19,37,.514,.563,7,9,.778,9,48,57,33,11,7,20,15,96
31,Aron Baynes\baynear01,C,32,BOS,5,1,73,12,30,.400,5,15,.333,7,15,.467,.483,8,11,.727,10,13,23,6,0,1,2,10,37
32,Kent Bazemore\bazemke01,SG,29,ATL,8,8,235,45,95,.474,14,43,.326,31,52,.596,.547,15,23,.652,8,29,37,19,12,8,17,27,119
33,Bradley Beal\bealbr01,SG,25,WAS,8,8,264,68,144,.472,26,67,.388,42,77,.545,.563,23,31,.742,2,30,32,30,8,6,19,26,185
34,Malik Beasley\beaslma01,SG,22,DEN,8,0,147,21,48,.438,5,20,.250,16,28,.571,.490,0,0,,2,17,19,7,3,1,6,10,47
35,Michael Beasley\beaslmi01,PF,30,LAL,3,0,10,1,3,.333,0,0,,1,3,.333,.333,1,2,.500,1,2,3,0,0,0,2,3,3
36,Marco Belinelli\belinma01,SG,32,SAS,7,0,151,26,68,.382,10,33,.303,16,35,.457,.456,16,18,.889,1,14,15,10,5,1,7,11,78
37,Jordan Bell\belljo01,C,24,GSW,9,0,95,6,11,.545,0,0,,6,11,.545,.545,5,7,.714,5,15,20,4,4,10,4,11,17
38,DeAndre' Bembry\bembrde01,SG,24,ATL,8,0,200,27,64,.422,9,19,.474,18,45,.400,.492,8,18,.444,5,38,43,21,11,5,17,18,71
39,Dragan Bender\bendedr01,PF,21,PHO,4,0,14,2,4,.500,0,1,.000,2,3,.667,.500,0,0,,2,3,5,0,0,0,2,1,4
40,Davis Bertans\bertada01,PF,26,SAS,7,1,110,12,24,.500,10,19,.526,2,5,.400,.708,4,4,1.000,4,11,15,9,2,2,3,6,38
41,Patrick Beverley\beverpa01,PG,30,LAC,9,9,216,17,59,.288,8,32,.250,9,27,.333,.356,9,13,.692,8,33,41,39,7,2,13,35,51
42,Khem Birch\birchkh01,C,26,ORL,3,0,22,3,5,.600,0,0,,3,5,.600,.600,0,0,,0,6,6,0,2,0,0,0,6
43,Bismack Biyombo\biyombi01,C,26,CHO,4,0,45,4,8,.500,0,0,,4,8,.500,.500,2,5,.400,4,9,13,1,0,7,2,8,10
44,Nemanja Bjelica\bjeline01,PF,30,SAC,9,9,244,53,90,.589,21,38,.553,32,52,.615,.706,13,19,.684,10,44,54,27,12,8,12,27,140
45,Antonio Blakeney\blakean01,SG,22,CHI,9,0,163,43,78,.551,16,27,.593,27,51,.529,.654,10,18,.556,1,20,21,4,1,2,4,8,112
46,Eric Bledsoe\bledser01,PG,29,MIL,8,8,227,39,85,.459,12,34,.353,27,51,.529,.529,15,19,.789,10,24,34,55,7,7,16,22,105
47,Bojan Bogdanovic\bogdabo02,SF,29,IND,9,9,270,44,85,.518,18,34,.529,26,51,.510,.624,15,18,.833,2,30,32,7,2,0,16,11,121
48,Jonah Bolden\boldejo01,PF,23,PHI,4,0,15,2,6,.333,0,4,.000,2,2,1.000,.333,1,2,.500,0,2,2,1,0,1,1,2,5
49,Devin Booker\bookede01,SG,22,PHO,5,5,173,44,91,.484,14,38,.368,30,53,.566,.560,27,34,.794,2,20,22,33,4,1,25,16,129
50,Chris Boucher\bouchch01,PF,26,TOR,1,0,2,1,2,.500,0,1,.000,1,1,1.000,.500,4,6,.667,2,0,2,0,0,1,0,0,6
51,Avery Bradley\bradlav01,SG,28,LAC,9,9,247,28,80,.350,7,27,.259,21,53,.396,.394,1,1,1.000,7,10,17,14,6,3,14,25,64
52,Mikal Bridges\bridgmi01,SF,22,PHO,8,0,129,18,40,.450,6,19,.316,12,21,.571,.525,9,11,.818,2,12,14,8,9,0,6,13,51
53,Miles Bridges\bridgmi02,SF,20,CHO,8,0,152,25,44,.568,7,19,.368,18,25,.720,.648,3,7,.429,4,24,28,10,6,3,6,11,60
54,Isaiah Briscoe\briscis01,PG,22,ORL,4,0,29,4,11,.364,1,1,1.000,3,10,.300,.409,1,3,.333,0,2,2,5,0,0,1,3,10
55,Ryan Broekhoff\broekry01,SG,28,DAL,5,0,15,2,8,.250,2,8,.250,0,0,,.375,0,0,,0,2,2,0,0,0,0,1,6
56,Malcolm Brogdon\brogdma01,SG,26,MIL,8,8,244,40,78,.513,12,27,.444,28,51,.549,.590,15,15,1.000,6,25,31,29,4,2,16,18,107
57,Dillon Brooks\brookdi01,SF,23,MEM,7,0,125,12,34,.353,3,11,.273,9,23,.391,.397,7,10,.700,3,11,14,8,6,3,5,21,34
58,MarShon Brooks\brookma01,SG,30,MEM,6,0,74,13,27,.481,3,11,.273,10,16,.625,.537,7,9,.778,1,8,9,4,1,0,3,6,36
59,Bruce Brown\brownbr01,SG,22,DET,5,1,74,9,24,.375,1,10,.100,8,14,.571,.396,6,9,.667,2,5,7,2,3,2,3,15,25
60,Jaylen Brown\brownja02,SG,22,BOS,8,7,204,27,75,.360,9,28,.321,18,47,.383,.420,13,21,.619,10,19,29,13,4,3,9,22,76
61,Lorenzo Brown\brownlo01,PG,28,TOR,7,0,64,8,23,.348,2,10,.200,6,13,.462,.391,0,0,,1,7,8,8,3,2,5,6,18
62,Sterling Brown\brownst02,SG,23,MIL,5,0,26,2,8,.250,0,3,.000,2,5,.400,.250,0,0,,2,7,9,1,0,0,3,2,4
63,Troy Brown\browntr01,SF,19,WAS,3,0,23,5,10,.500,2,3,.667,3,7,.429,.600,2,2,1.000,2,6,8,0,2,0,1,1,14
64,Jalen Brunson\brunsja01,PG,22,DAL,9,1,143,16,48,.333,6,22,.273,10,26,.385,.396,4,4,1.000,0,12,12,12,3,0,5,9,42
65,Thomas Bryant\bryanth01,C,21,WAS,2,0,20,4,12,.333,0,4,.000,4,8,.500,.333,5,5,1.000,4,3,7,1,0,0,1,1,13
66,Reggie Bullock\bullore01,SG,27,DET,6,6,171,20,61,.328,7,28,.250,13,33,.394,.385,13,15,.867,2,12,14,12,1,2,6,10,60
67,Trey Burke\burketr01,PG,26,NYK,9,5,177,34,86,.395,9,25,.360,25,61,.410,.448,7,11,.636,7,12,19,31,4,0,9,9,84
68,Alec Burks\burksal01,SG,27,UTA,5,0,55,8,21,.381,4,8,.500,4,13,.308,.476,10,11,.909,0,7,7,5,2,1,2,3,30
69,Deonte Burton\burtode02,SG,25,OKC,3,0,13,2,6,.333,1,2,.500,1,4,.250,.417,0,0,,0,1,1,0,0,1,0,1,5
70,Jimmy Butler\butleji01,SG,29,MIN,7,7,238,56,114,.491,12,33,.364,44,81,.543,.544,32,39,.821,12,23,35,25,18,8,9,11,156
71,Jose Calderon\caldejo01,PG,37,DET,4,0,42,4,10,.400,3,7,.429,1,3,.333,.550,2,2,1.000,1,3,4,2,2,1,1,6,13
72,Kentavious Caldwell-Pope\caldwke01,SG,25,LAL,8,3,163,15,42,.357,4,18,.222,11,24,.458,.405,13,14,.929,1,14,15,3,3,1,5,6,47
73,Isaiah Canaan\canaais01,PG,27,PHO,7,7,185,25,54,.463,8,26,.308,17,28,.607,.537,6,7,.857,3,19,22,21,4,0,13,17,64
74,Clint Capela\capelca01,C,24,HOU,7,7,233,49,80,.613,0,0,,49,80,.613,.613,12,26,.462,30,50,80,15,3,13,14,16,110
75,Vince Carter\cartevi01,SF,42,ATL,8,8,166,20,51,.392,14,35,.400,6,16,.375,.529,6,7,.857,2,18,20,8,5,3,7,15,60
76,Wendell Carter\cartewe01,C,19,CHI,9,9,228,39,88,.443,3,9,.333,36,79,.456,.460,16,22,.727,21,37,58,27,6,15,12,27,97
77,Michael Carter-Williams\cartemi01,PG,27,HOU,7,1,97,13,36,.361,2,10,.200,11,26,.423,.389,7,16,.438,2,8,10,14,7,4,8,17,35
78,Omri Casspi\casspom01,SF,30,MEM,6,0,80,13,23,.565,3,7,.429,10,16,.625,.630,8,15,.533,3,14,17,8,3,0,2,5,37
79,Willie Cauley-Stein\caulewi01,C,25,SAC,9,9,267,66,116,.569,0,0,,66,116,.569,.569,19,36,.528,24,54,78,21,11,3,10,24,151
80,Tyson Chandler\chandty01,C,36,PHO,7,0,89,8,12,.667,0,0,,8,12,.667,.667,10,18,.556,7,32,39,6,2,1,7,21,26
81,Marquese Chriss\chrisma01,PF,21,HOU,2,0,11,2,7,.286,0,3,.000,2,4,.500,.286,0,0,,0,2,2,0,0,1,1,1,4
82,Gary Clark\clarkga01,PF,24,HOU,6,0,47,6,17,.353,5,15,.333,1,2,.500,.500,0,0,,2,6,8,1,1,2,1,8,17
83,Ian Clark\clarkia01,SG,27,NOP,7,0,94,14,24,.583,7,13,.538,7,11,.636,.729,4,4,1.000,0,6,6,4,1,0,3,14,39
84,Jordan Clarkson\clarkjo01,SG,26,CLE,8,0,180,53,106,.500,9,31,.290,44,75,.587,.542,14,15,.933,7,16,23,8,4,2,10,13,129
85,Zach Collins\colliza01,C,21,POR,8,0,171,31,51,.608,8,16,.500,23,35,.657,.686,17,20,.850,9,25,34,11,4,15,10,30,87
86,Darren Collison\collida01,PG,31,IND,9,9,243,35,76,.461,5,18,.278,30,58,.517,.493,12,15,.800,3,17,20,42,14,0,14,16,87
87,Mike Conley\conlemi01,PG,31,MEM,7,7,221,44,115,.383,14,45,.311,30,70,.429,.443,40,47,.851,7,20,27,42,9,1,10,15,142
88,Pat Connaughton\connapa01,SG,26,MIL,5,0,66,10,27,.370,5,15,.333,5,12,.417,.463,2,4,.500,2,22,24,4,1,1,3,6,27
89,Quinn Cook\cookqu01,PG,25,GSW,7,0,72,12,28,.429,4,12,.333,8,16,.500,.500,6,7,.857,1,5,6,5,2,0,5,7,34
90,Robert Covington\covinro01,SF,28,PHI,9,9,313,40,90,.444,26,58,.448,14,32,.438,.589,12,17,.706,6,46,52,10,20,17,15,29,118
91,Allen Crabbe\crabbal01,SG,26,BRK,8,0,182,16,61,.262,12,40,.300,4,21,.190,.361,12,16,.750,2,30,32,11,1,4,10,21,56
92,Torrey Craig\craigto01,SF,28,DEN,7,6,141,13,31,.419,3,17,.176,10,14,.714,.468,3,4,.750,12,13,25,5,4,3,6,18,32
93,Jamal Crawford\crawfja01,SG,38,PHO,7,0,70,7,20,.350,4,12,.333,3,8,.375,.450,8,8,1.000,0,4,4,9,2,0,4,5,26
94,Jae Crowder\crowdja01,SF,28,UTA,8,1,247,34,76,.447,18,47,.383,16,29,.552,.566,23,31,.742,9,38,47,14,5,1,1,23,109
95,Dante Cunningham\cunnida01,PF,31,SAS,7,4,142,7,22,.318,2,8,.250,5,14,.357,.364,4,4,1.000,6,22,28,7,4,1,2,11,20
96,Seth Curry\curryse01,SG,28,POR,8,0,149,18,41,.439,11,20,.550,7,21,.333,.573,1,1,1.000,2,10,12,9,0,1,6,14,48
97,Stephen Curry\curryst01,PG,30,GSW,10,10,341,111,206,.539,59,116,.509,52,90,.578,.682,44,48,.917,4,50,54,60,11,3,29,23,325
98,Troy Daniels\danietr01,SG,27,PHO,4,0,37,5,15,.333,3,11,.273,2,4,.500,.433,1,1,1.000,1,3,4,4,4,0,3,6,14
99,Anthony Davis\davisan02,C,25,NOP,5,5,185,44,89,.494,5,11,.455,39,78,.500,.522,33,46,.717,18,47,65,26,10,16,8,16,126
100,Ed Davis\davised01,C,29,BRK,9,0,153,24,38,.632,0,0,,24,38,.632,.632,10,16,.625,29,45,74,9,3,4,9,24,58
101,Dewayne Dedmon\dedmode01,C,29,ATL,5,0,92,14,29,.483,3,8,.375,11,21,.524,.534,6,6,1.000,6,25,31,3,2,9,1,14,37
102,Sam Dekker\dekkesa01,PF,24,CLE,7,3,131,17,35,.486,4,9,.444,13,26,.500,.543,6,8,.750,9,22,31,8,11,0,5,11,44
103,Matthew Dellavedova\dellama01,PG,28,MIL,4,0,25,3,9,.333,3,6,.500,0,3,.000,.500,0,0,,0,2,2,4,0,0,3,2,9
104,Luol Deng\denglu01,SF,33,MIN,1,0,12,2,7,.286,0,3,.000,2,4,.500,.286,0,0,,3,2,5,0,0,1,0,0,4
105,DeMar DeRozan\derozde01,SG,29,SAS,7,7,261,76,146,.521,3,11,.273,73,135,.541,.531,40,46,.870,4,36,40,51,9,2,15,21,195
106,Cheick Diallo\diallch01,PF,22,NOP,5,0,50,10,19,.526,0,0,,10,19,.526,.526,7,10,.700,6,15,21,4,1,2,4,5,27
107,Hamidou Diallo\diallha01,SG,20,OKC,7,0,98,16,33,.485,1,5,.200,15,28,.536,.500,8,11,.727,9,10,19,3,6,3,3,13,41
108,Gorgui Dieng\dienggo01,C,29,MIN,9,0,131,23,46,.500,2,9,.222,21,37,.568,.522,17,20,.850,11,36,47,8,5,4,9,20,65
109,Spencer Dinwiddie\dinwisp01,PG,25,BRK,9,0,247,48,101,.475,21,52,.404,27,49,.551,.579,14,18,.778,4,16,20,32,3,4,21,26,131
110,Donte DiVincenzo\divindo01,SG,22,MIL,8,0,165,24,51,.471,9,31,.290,15,20,.750,.559,9,11,.818,4,29,33,13,2,2,9,12,66
111,Luka Doncic\doncilu01,PF,19,DAL,9,9,313,63,135,.467,24,61,.393,39,74,.527,.556,25,36,.694,10,49,59,41,8,3,36,18,175
112,Tyler Dorsey\dorsety01,SG,22,ATL,5,0,52,10,23,.435,2,7,.286,8,16,.500,.478,2,4,.500,0,5,5,3,1,0,0,4,24
113,Damyean Dotson\dotsoda01,SG,24,NYK,7,4,214,36,81,.444,15,40,.375,21,41,.512,.537,3,6,.500,7,36,43,6,8,1,5,11,90
114,Goran Dragic\dragigo01,PG,32,MIA,7,7,222,43,103,.417,17,45,.378,26,58,.448,.500,21,26,.808,5,19,24,35,3,2,16,18,124
115,Andre Drummond\drumman01,C,25,DET,7,7,226,56,114,.491,1,8,.125,55,106,.519,.496,20,32,.625,40,74,114,8,6,10,22,29,133
116,Jared Dudley\dudleja01,PF,33,BRK,9,9,233,17,45,.378,11,34,.324,6,11,.545,.500,7,8,.875,8,21,29,23,8,2,6,24,52
117,Kris Dunn\dunnkr01,PG,24,CHI,1,1,30,4,13,.308,1,4,.250,3,9,.333,.346,0,0,,0,4,4,7,0,0,4,6,9
118,Kevin Durant\duranke01,PF,30,GSW,10,10,354,106,189,.561,17,43,.395,89,146,.610,.606,54,59,.915,2,75,77,59,9,7,27,16,283
119,Henry Ellenson\ellenhe01,PF,22,DET,1,0,8,2,5,.400,1,2,.500,1,3,.333,.500,2,2,1.000,0,3,3,0,0,0,0,1,7
120,Joel Embiid\embiijo01,C,24,PHI,9,9,310,91,189,.481,13,42,.310,78,147,.531,.516,62,76,.816,24,83,107,34,2,21,21,31,257
121,James Ennis\ennisja01,SF,28,HOU,4,4,89,8,22,.364,6,15,.400,2,7,.286,.500,0,2,.000,6,4,10,3,3,1,2,15,22
122,Drew Eubanks\eubandr01,PF,21,SAS,2,0,6,1,2,.500,0,0,,1,2,.500,.500,2,2,1.000,0,0,0,0,0,0,0,0,4
123,Jacob Evans\evansja02,SG,21,GSW,6,0,38,2,7,.286,0,0,,2,7,.286,.286,0,0,,1,2,3,7,1,0,1,4,4
124,Tyreke Evans\evansty01,SG,29,IND,8,0,159,33,77,.429,10,23,.435,23,54,.426,.494,9,14,.643,3,19,22,23,9,5,12,16,85
125,Dante Exum\exumda01,PG,23,UTA,8,0,151,24,61,.393,5,18,.278,19,43,.442,.434,20,28,.714,4,13,17,18,2,2,8,14,73
126,Kenneth Faried\farieke01,PF,29,BRK,3,0,15,4,5,.800,0,0,,4,5,.800,.800,0,0,,1,3,4,0,1,0,2,0,8
127,Derrick Favors\favorde01,C,27,UTA,7,7,157,29,59,.492,2,11,.182,27,48,.563,.508,15,22,.682,23,28,51,3,3,9,11,23,75
128,Cristiano Felicio\feliccr01,C,26,CHI,6,0,130,14,25,.560,0,0,,14,25,.560,.560,9,12,.750,11,29,40,5,2,2,7,10,37
129,Raymond Felton\feltora01,PG,34,OKC,2,0,32,6,17,.353,0,6,.000,6,11,.545,.353,6,7,.857,1,6,7,4,0,1,3,2,18
130,Terrance Ferguson\fergute01,SG,20,OKC,8,8,165,10,29,.345,4,19,.211,6,10,.600,.414,1,2,.500,5,7,12,5,4,1,9,23,25
131,Yogi Ferrell\ferreyo01,SG,25,SAC,8,2,133,17,43,.395,5,18,.278,12,25,.480,.453,10,10,1.000,2,11,13,8,5,1,4,6,49
132,Dorian Finney-Smith\finnedo01,SF,25,DAL,9,4,229,31,59,.525,13,31,.419,18,28,.643,.636,6,8,.750,17,16,33,8,9,4,9,30,81
133,Bryn Forbes\forbebr01,PG,25,SAS,7,7,208,35,75,.467,15,36,.417,20,39,.513,.567,9,11,.818,2,10,12,19,7,0,9,19,94
134,Evan Fournier\fournev01,SG,26,ORL,8,8,229,47,119,.395,14,49,.286,33,70,.471,.454,17,22,.773,2,20,22,32,6,0,11,19,125
135,De'Aaron Fox\foxde01,PG,21,SAC,9,9,293,60,119,.504,7,23,.304,53,96,.552,.534,44,65,.677,8,33,41,70,13,4,30,26,171
