Own,Round,Rank,Value,Name,Inj,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
,14,166,-0.346085661,Al-Farouq Aminu,,POR,F,7,28.47142857,7.571428571,0.857142857,8.571428571,0.428571429,0.857142857,0.142857143,0.354166667,6.857142857,0.866666667,2.142857143,0.857142857,-1.323804755,-0.570459781,0.873595971,-1.241101544,-0.206461293,-0.929965468,-1.134722436,0.436711521,0.981436839
,10,119,-0.206808583,George Hill,,CLE,G,7,25.7547619,13,1.142857143,1.857142857,2.428571429,0.857142857,0.142857143,0.538461538,9.285714286,0.866666667,2.142857143,1.285714286,-0.404699214,-0.305270213,-1.399022836,-0.30818319,-0.206461293,-0.929965468,0.705967199,0.436711521,0.549646251
,27,320,-0.726232134,Isaiah Hartenstein,,HOU,F,5,6.766666667,2.4,0,0.6,0.8,0.2,0.4,0.5,1.6,1,0.8,0.4,-2.199373717,-1.366028484,-1.824534442,-1.067845278,-1.462469407,-0.540516327,0.058820596,0.423844385,1.442013467
,8,94,-0.147430145,Klay Thompson,,GSW,G,9,32.75,19.55555556,2.222222222,4.222222222,1.444444444,0.666666667,0.555555556,0.439490446,17.44444444,0.857142857,2.333333333,1.777777778,0.705214787,0.696557042,-0.598502263,-0.767238253,-0.570521616,-0.304923637,-0.963242887,0.421898839,0.053886686
,2,19,0.368093544,DeAndre Jordan,,DAL,C,8,33.92291667,13.75,0,14.75,2.625,0.625,1.625,0.672131148,7.625,0.823529412,4.25,2.625,-0.277717528,-1.366028484,2.96488881,-0.21655728,-0.650159812,1.314776108,1.923872516,0.419466906,-0.799699338
,15,177,-0.383070983,Gorgui Dieng,,MIN,C,8,14.84166667,8.125,0.25,5,0.875,0.625,0.375,0.534883721,5.375,0.85,2.5,1.125,-1.230080176,-1.133987612,-0.33524382,-1.03286084,-0.650159812,-0.578379438,0.392567383,0.408937743,0.711567721
,3,33,0.137685969,Eric Bledsoe,,MIL,G,7,27.73333333,13.14285714,1.571428571,4.857142857,6.857142857,0.857142857,1,0.473684211,10.85714286,0.9,1.428571429,2.142857143,-0.380512226,0.092514138,-0.383597411,1.757564594,-0.206461293,0.368198335,-0.103073327,0.408475833,-0.313934926
,24,282,-0.642316387,Ryan Anderson,,PHO,F,7,20.97142857,6.285714286,0.714285714,3.142857143,1.714285714,0.285714286,0,0.365853659,5.857142857,0.9,1.428571429,0.857142857,-1.541487646,-0.703054565,-0.963840511,-0.641368316,-1.298642262,-1.146326102,-0.876040757,0.408475833,0.981436839
,8,96,-0.150634023,Ryan Arcidiacono,,CHI,G,7,25.47142857,6.857142857,1.571428571,1.714285714,5.428571429,0.857142857,0.142857143,0.5,4.571428571,1,0.714285714,0.857142857,-1.444739694,0.092514138,-1.447376427,1.091194341,-0.206461293,-0.929965468,0.127451214,0.380240146,0.981436839
,20,235,-0.530314529,Georges Niang,,UTA,F,7,7.880952381,5.285714286,1.142857143,1.428571429,0.428571429,0.285714286,0.142857143,0.6,2.857142857,1,0.714285714,0.428571429,-1.710796561,-0.305270213,-1.544083611,-1.241101544,-1.298642262,-0.929965468,0.463561322,0.380240146,1.413227428
,29,343,-0.784270989,Jeremy Lin,,ATL,G,7,14.61904762,5.857142857,0.428571429,2.142857143,2.285714286,0.285714286,0,0.342105263,5.428571429,0.857142857,2,1.571428571,-1.614048609,-0.968244132,-1.302315652,-0.374820215,-1.298642262,-1.146326102,-0.979865578,0.364037788,0.261785859
,3,27,0.250173406,Deandre Ayton,,PHO,C,7,31.06904762,16.85714286,0,10,3.285714286,0.571428571,0.571428571,0.61627907,12.28571429,0.857142857,2,1.428571429,0.248349459,-1.366028484,1.357131888,0.091638962,-0.752551778,-0.280883567,2.184150333,0.364037788,0.405716055
,18,216,-0.493024016,Jason Smith,,WAS,F,5,15.79333333,4.8,0.2,5.2,1.4,0.2,0.8,0.4,4,0.875,1.6,0.8,-1.79303232,-1.180395786,-0.267548791,-0.787969772,-1.462469407,0.065293448,-0.411733555,0.361631123,1.039008918
,26,310,-0.706184359,Delon Wright,,TOR,G,3,10.78333333,3.666666667,0.333333333,2,0.666666667,0.333333333,0.333333333,0.285714286,4.666666667,1,0.666666667,0,-1.984915757,-1.056640655,-1.350669244,-1.130039835,-1.207627181,-0.641484623,-1.18531552,0.356015569,1.845018016
,6,70,-0.063673789,Caris LeVert,,BKN,G,8,32.04375,18.875,1.25,4.625,4.75,1,0.25,0.475,15,0.818181818,4.125,2.625,0.589990664,-0.205824125,-0.462171998,0.774668471,0.066583949,-0.767694993,-0.124794125,0.355877391,-0.799699338
,5,54,-0.012708293,Buddy Hield,,SAC,G,8,32.08958333,18.875,2.125,6.125,2.375,0.375,0.625,0.522123894,14.125,0.842105263,2.375,2.625,0.589990664,0.606318926,0.045540714,-0.333172074,-1.127988986,-0.199748329,0.759035561,0.345348227,-0.799699338
,8,90,-0.141873812,Andrew Wiggins,,MIN,F,5,29.40666667,16.4,1.6,3.6,1.8,1.4,0.2,0.441176471,13.6,0.823529412,3.4,1.6,0.170951098,0.119033095,-0.809109018,-0.601386101,0.831110628,-0.843421215,-0.715990438,0.338947822,0.232999819
,4,38,0.112096028,Danny Green,,TOR,G,8,31.12083333,10.625,2.75,4.75,1.625,1.125,1,0.446153846,8.125,1,0.625,0.75,-0.806807888,1.186421105,-0.419862605,-0.683016457,0.305498536,0.368198335,-0.36577032,0.334819063,1.089384486
,4,40,0.094401624,Jrue Holiday,,NOR,G,7,35.21190476,17.28571429,1,4.428571429,8,1.714285714,0.571428571,0.431372549,14.57142857,0.8125,4.571428571,3.142857143,0.320910423,-0.437864997,-0.528658186,2.290660797,1.431810161,-0.280883567,-0.956546792,0.331633073,-1.321446299
,10,114,-0.185381521,Wesley Matthews,,DAL,G,8,34.30625,18.625,3,2.625,2.375,0.75,0,0.418032787,15.25,0.821428571,3.5,1.5,0.547663435,1.418461976,-1.139122281,-0.333172074,-0.411245225,-1.146326102,-1.269615543,0.331171164,0.333750957
,28,328,-0.749003341,Meyers Leonard,,POR,C,5,8.49,2,0.2,2.2,0.8,0.4,0,0.428571429,1.4,1,0.6,0.8,-2.267097283,-1.180395786,-1.282974216,-1.067845278,-1.080206068,-1.146326102,-0.077295416,0.32210116,1.039008918
,18,206,-0.475146773,Aron Baynes,,BOS,C,4,14.4,8,1,5,1,0,0.25,0.44,6.25,0.857142857,1.75,0.5,-1.251243791,-0.437864997,-0.33524382,-0.974553443,-1.844732747,-0.767694993,-0.326891498,0.320642001,1.34126233
,19,225,-0.50575738,Dennis Schroder,,OKC,G,6,28.60555556,13.33333333,1,4,6.333333333,0.666666667,0.166666667,0.337349398,13.83333333,0.818181818,3.666666667,2.666666667,-0.348262909,-0.437864997,-0.673718961,1.513228835,-0.570521616,-0.893905363,-2.617302503,0.318210068,-0.841678979
,22,261,-0.593981505,Dante Cunningham,,SAS,F,7,20.3,2.857142857,0.285714286,4,1,0.571428571,0.142857143,0.318181818,3.142857143,1,0.571428571,0.285714286,-2.121975355,-1.100838916,-0.673718961,-0.974553443,-0.752551778,-0.929965468,-0.656953666,0.307566414,1.557157624
,17,195,-0.451187077,Davis Bertans,,SAS,F,7,15.77142857,5.428571429,1.428571429,2.142857143,1.285714286,0.285714286,0.285714286,0.5,3.428571429,1,0.571428571,0.428571429,-1.686609573,-0.040080645,-1.302315652,-0.841279392,-1.298642262,-0.713604834,0.101054823,0.307566414,1.413227428
,15,173,-0.368867789,Bojan Bogdanovic,,IND,F,8,30.30208333,14.125,2,3.75,0.75,0.25,0,0.532467532,9.625,0.833333333,2.25,2,-0.214226684,0.49029849,-0.758337747,-1.091168237,-1.366903573,-1.146326102,0.655099769,0.281758711,-0.17000473
,18,207,-0.482493142,Gerald Green,,HOU,G,6,21.04444444,8.333333333,1.833333333,3,0.666666667,0.5,0.166666667,0.382978723,7.833333333,1,0.5,0.666666667,-1.194807486,0.335604575,-1.012194103,-1.130039835,-0.889074399,-0.893905363,-1.002594982,0.271229548,1.173343767
,24,280,-0.629314217,Jose Calderon,,DET,G,4,10.45833333,3.25,0.75,1,0.5,0.5,0.25,0.4,2.5,1,0.5,0.25,-2.055461139,-0.669905869,-1.689144386,-1.207783031,-0.889074399,-0.767694993,-0.249133854,0.271229548,1.593140173
,29,342,-0.778045451,David Nwaba,,CLE,G,4,7.15,2.25,0.25,1,0.25,0,0.5,0.375,2,1,0.5,0.25,-2.224770054,-1.133987612,-1.689144386,-1.324397826,-1.844732747,-0.389063883,-0.260682275,0.271229548,1.593140173
,27,324,-0.736952344,Jalen Brunson,,DAL,G,8,17.41666667,5.25,0.75,1.375,1.5,0.375,0,0.333333333,6,1,0.5,0.625,-1.716843308,-0.669905869,-1.562216208,-0.741323854,-1.127988986,-1.146326102,-1.154519729,0.271229548,1.215323408
,20,238,-0.534267058,Quincy Pondexter,,SAS,G,4,8.1875,2.5,0,2.25,0.25,1.25,0,0.5,2,1,0.5,0.25,-2.182442825,-1.366028484,-1.266050459,-1.324397826,0.544413123,-1.146326102,0.068059333,0.271229548,1.593140173
,13,148,-0.278843061,Terry Rozier,,BOS,G,7,22.84047619,7.857142857,1.142857143,4,2.142857143,1,0.285714286,0.392156863,7.285714286,0.875,1.142857143,0.428571429,-1.275430779,-0.305270213,-0.673718961,-0.44145724,0.066583949,-0.713604834,-0.843045267,0.263128369,1.413227428
,11,129,-0.246778577,Terrence Ross,,ORL,G,7,23.82380952,12,1.857142857,2.428571429,2,1.285714286,0.571428571,0.380952381,12,0.875,1.142857143,1.142857143,-0.574008129,0.357703706,-1.205608469,-0.508094266,0.612674434,-0.280883567,-1.579495716,0.263128369,0.693576447
,11,132,-0.256146736,Kelly Olynyk,,MIA,C,7,20.37619048,9.714285714,1.142857143,3,2.428571429,0.714285714,0.428571429,0.5,6.571428571,0.823529412,2.428571429,1,-0.960999936,-0.305270213,-1.012194103,-0.30818319,-0.479506535,-0.4972442,0.173644899,0.246926011,0.837506643
,6,62,-0.04446941,Kyle Kuzma,,LAL,F,8,32.09583333,19.25,1.75,5,1.75,0.25,0.75,0.472868217,16.125,0.818181818,2.75,0.875,0.653481507,0.258257618,-0.33524382,-0.62470906,-1.366903573,-0.010432774,-0.180995579,0.242875422,0.963445565
,9,97,-0.151715478,Jaren Jackson Jr.,,MEM,F,6,22.58888889,11.5,0.333333333,5.166666667,1.333333333,1.166666667,1,0.462962963,9,0.80952381,3.5,1.166666667,-0.658662587,-1.056640655,-0.278831296,-0.81906705,0.385136732,0.368198335,-0.208584913,0.233424047,0.669588081
,14,157,-0.318054759,Jared Dudley,,BKN,F,8,26.28958333,6.125,1.25,3.25,2.5,1,0.25,0.372093023,5.375,0.875,1,0.5,-1.568698007,-0.205824125,-0.927575317,-0.274864677,0.066583949,-0.767694993,-0.758028246,0.232346258,1.34126233
,4,44,0.065738532,Justin Holiday,,CHI,G,8,34.19375,11.625,2.75,3.875,2.5,1.375,0.375,0.421052632,9.5,0.875,1,0.5,-0.637498973,1.186421105,-0.716028354,-0.274864677,0.78332771,-0.578379438,-0.744939172,0.232346258,1.34126233
,11,126,-0.22662168,Goran Dragic,Questionable - toe,MIA,G,7,31.75952381,17.71428571,2.428571429,3.428571429,5,0.428571429,0.285714286,0.417475728,14.71428571,0.807692308,3.714285714,2.428571429,0.393471387,0.888082841,-0.867133328,0.891283265,-1.02559702,-0.713604834,-1.235025765,0.230723654,-0.601795318
,15,172,-0.368518628,Moe Harkless,Out - left knee soreness (1g),POR,F,5,17.65666667,3.8,0.6,4.8,1,0.4,1.2,0.388888889,3.6,1,0.4,0.4,-1.962341235,-0.809130392,-0.402938848,-0.974553443,-1.080206068,0.671103223,-0.420972292,0.220357935,1.442013467
,6,68,-0.062954979,Rajon Rondo,,LAL,G,5,27.89333333,11.2,1.2,4.2,7.4,1,0,0.533333333,9,1,0.4,2.6,-0.709455262,-0.2522323,-0.606023933,2.01078529,0.066583949,-1.146326102,0.624227162,0.220357935,-0.774511554
,9,107,-0.171408883,Iman Shumpert,Starting - rest,SAC,G,6,22.06666667,10,2,2.833333333,1.333333333,0.833333333,0.5,0.5,7,0.857142857,1.166666667,0.833333333,-0.91262596,0.49029849,-1.068606626,-0.81906705,-0.251968833,-0.389063883,0.183543546,0.219385162,1.005425205
,15,175,-0.371558919,Monte Morris,,DEN,G,7,22.33809524,8.285714286,0.857142857,2.285714286,3.714285714,1.142857143,0,0.362068966,8.285714286,0.833333333,1.714285714,0.571428571,-1.202869815,-0.570459781,-1.253962061,0.291550038,0.339629192,-1.146326102,-1.289579294,0.218690324,1.269297232
,11,128,-0.237696559,Pau Gasol,,SAS,C,7,17.31666667,6.714285714,0.428571429,6.142857143,3.142857143,0.142857143,1,0.515151515,4.714285714,0.833333333,1.714285714,0.857142857,-1.468926682,-0.968244132,0.051584913,0.025001937,-1.571687504,0.368198335,0.224676937,0.218690324,0.981436839
,10,115,-0.187089693,D'Angelo Russell,,BKN,G,8,28.28958333,15.125,2.625,3.75,5.5,0.75,0.5,0.405660377,13.25,0.823529412,2.125,3,-0.044917769,1.070400669,-0.758337747,1.124512854,-0.411245225,-0.389063883,-1.315809228,0.218169196,-1.177516103
,28,332,-0.763572495,Jonathon Simmons,Questionable - wrist,ORL,F,6,23.99444444,8.5,0.666666667,3.166666667,2.666666667,0.333333333,0.333333333,0.288135593,9.833333333,0.8125,2.666666667,1.5,-1.166589333,-0.747252826,-0.955781579,-0.197121481,-1.207627181,-0.641484623,-2.490528801,0.200482412,0.333750957
,28,329,-0.751039345,Quinn Cook,,GSW,G,7,10.2547619,4.857142857,0.571428571,0.714285714,0.714285714,0.285714286,0,0.428571429,4,0.857142857,1,0.571428571,-1.783357525,-0.835649348,-1.785851569,-1.107827493,-1.298642262,-1.146326102,-0.261451677,0.190454637,1.269297232
,16,182,-0.412751336,Vince Carter,,ATL,G,7,21.34047619,8.142857143,1.857142857,2.571428571,1.142857143,0.714285714,0.285714286,0.395833333,6.857142857,0.857142857,1,0.857142857,-1.227056803,0.357703706,-1.157254878,-0.907916418,-0.479506535,-0.713604834,-0.75901774,0.190454637,0.981436839
,28,335,-0.770196901,Robin Lopez,,CHI,C,3,17.5,3.666666667,0,1.333333333,2.333333333,0.333333333,0.666666667,0.416666667,4,1,0.333333333,2,-1.984915757,-1.366028484,-1.576319338,-0.352607873,-1.207627181,-0.136643144,-0.324069126,0.186443527,-0.17000473
,26,305,-0.693981282,Ian Clark,,NOR,G,6,11.79722222,4.833333333,0.833333333,0.666666667,0.666666667,0,0,0.611111111,3,1,0.333333333,0.5,-1.787388689,-0.592558911,-1.801969433,-1.130039835,-1.844732747,-1.146326102,0.52947832,0.186443527,1.34126233
,4,37,0.114924241,Rodney McGruder,,MIA,G,7,34.13333333,14.28571429,2.428571429,6,3.714285714,0.857142857,0.428571429,0.492957746,10.14285714,0.8125,2.285714286,1.428571429,-0.187016323,0.888082841,0.003231322,0.291550038,-0.206461293,-0.4972442,0.16220745,0.174252279,0.405716055
,16,181,-0.409946821,Evan Fournier,,ORL,F,7,28.75714286,15.14285714,1.857142857,2.714285714,4,0.428571429,0,0.373831776,15.28571429,0.8125,2.285714286,1,-0.041894395,0.357703706,-1.108901286,0.424824088,-1.02559702,-1.146326102,-2.161089307,0.174252279,0.837506643
,14,168,-0.352295589,Frank Ntilikina,,NYK,G,8,29.9375,8.75,1.5,2.25,3.625,1.125,0.25,0.382352941,8.5,0.857142857,0.875,1.5,-1.124262104,0.026216746,-1.266050459,0.249901897,0.305498536,-0.767694993,-1.096777623,0.168756743,0.333750957
,18,212,-0.489226633,Doug McDermott,,IND,F,8,17.54166667,7.125,1.375,1,1,0.25,0,0.540540541,4.625,0.857142857,0.875,0.125,-1.399389092,-0.089803689,-1.689144386,-0.974553443,-1.366903573,-1.146326102,0.375244751,0.168756743,1.719079094
,27,321,-0.734675652,Lance Thomas,,NYK,F,8,17.06875,3.25,0.5,2.25,0.375,0.625,0.25,0.275862069,3.625,0.857142857,0.875,0.75,-2.055461139,-0.90194674,-1.266050459,-1.266090428,-0.650159812,-0.767694993,-0.962818524,0.168756743,1.089384486
,21,243,-0.546193383,Norman Powell,,TOR,F,8,16.89791667,5.875,0.875,2.125,1,0.5,0.125,0.5,4.25,0.857142857,0.875,0.75,-1.611025236,-0.553885433,-1.308359851,-0.974553443,-0.889074399,-0.957010547,0.120027229,0.168756743,1.089384486
,17,197,-0.45454932,Tyus Jones,Questionable - right foot soreness,MIN,G,7,18.05952381,6,1.142857143,1.142857143,2.428571429,1.142857143,0.142857143,0.340425532,6.714285714,1,0.285714286,0.428571429,-1.589861621,-0.305270213,-1.640790794,-0.30818319,0.339629192,-0.929965468,-1.231948158,0.162218949,1.413227428
,25,297,-0.677324715,Royce O'Neale,,UTA,F,7,13.65714286,4,0.571428571,2.714285714,0.714285714,0.428571429,0,0.458333333,3.428571429,1,0.285714286,0.857142857,-1.928479452,-0.835649348,-1.108901286,-1.107827493,-1.02559702,-1.146326102,-0.086797525,0.162218949,0.981436839
,17,203,-0.463213389,Dario Saric,,PHI,F,8,31.0375,10.5,1.375,7.625,2.25,0.5,0.25,0.348837209,10.75,0.8125,2,1.875,-0.827971502,-0.089803689,0.553253427,-0.391479471,-0.889074399,-0.767694993,-1.866663747,0.15457968,-0.044065808
,10,116,-0.193021132,Spencer Dinwiddie,,BKN,G,8,27.47708333,14.875,2.5,2.5,3.625,0.375,0.5,0.488636364,11,0.8125,2,2.25,-0.087244998,0.954380233,-1.181431673,0.249901897,-1.127988986,-0.389063883,0.111560113,0.15457968,-0.421882573
,11,122,-0.212878767,Bryn Forbes,,SAS,G,7,29.69761905,13.42857143,2.142857143,1.714285714,2.714285714,1,0,0.466666667,10.71428571,0.818181818,1.571428571,1.285714286,-0.33213825,0.622893274,-1.447376427,-0.174909139,0.066583949,-1.146326102,-0.20029905,0.146016592,0.549646251
,17,199,-0.457224976,Mikal Bridges,,PHO,F,7,16.85238095,7,0.857142857,1.857142857,1.142857143,1.142857143,0,0.459459459,5.285714286,0.818181818,1.571428571,0.857142857,-1.420552706,-0.570459781,-1.399022836,-0.907916418,0.339629192,-1.146326102,-0.137829562,0.146016592,0.981436839
,23,265,-0.600449758,Patty Mills,,SAS,G,7,26.77857143,8,1.285714286,2.571428571,1.285714286,0.428571429,0.142857143,0.413043478,6.571428571,0.818181818,1.571428571,1.428571429,-1.251243791,-0.172675429,-1.157254878,-0.841279392,-1.02559702,-0.929965468,-0.577764491,0.146016592,0.405716055
,22,254,-0.575053032,Marcin Gortat,,LAC,C,7,17.7,4.142857143,0,6,1.571428571,0,0.714285714,0.416666667,3.428571429,0.818181818,1.571428571,1,-1.904292464,-1.366028484,0.003231322,-0.708005342,-1.844732747,-0.064522933,-0.274649873,0.146016592,0.837506643
,24,287,-0.656268886,Troy Daniels,,PHO,G,4,9.366666667,3.5,0.75,1,1,1,0,0.333333333,3.75,1,0.25,0.75,-2.01313391,-0.669905869,-1.689144386,-0.974553443,0.066583949,-1.146326102,-0.713375213,0.144050516,1.089384486
,23,271,-0.609123373,T.J. McConnell,,PHI,G,8,14.71666667,4,0,1.5,2.875,0.375,0.25,0.555555556,3.375,1,0.25,1,-1.928479452,-1.366028484,-1.519906815,-0.099942486,-1.127988986,-0.767694993,0.346373698,0.144050516,0.837506643
,28,330,-0.760327864,Darius Miller,Out - right quad contusion (1g),NOR,F,4,15.05833333,3.75,1,0.5,1.5,0.25,0,0.357142857,3.5,1,0.25,0.75,-1.970806681,-0.437864997,-1.858381956,-0.741323854,-1.366903573,-1.146326102,-0.554778619,0.144050516,1.089384486
,20,240,-0.539783017,Isaiah Canaan,Questionable - ankle sprain,PHO,G,6,25.56388889,7.5,1,3.5,3.166666667,0.666666667,0,0.404761905,7,0.833333333,1,1.833333333,-1.335898248,-0.437864997,-0.842956532,0.036108107,-0.570521616,-1.146326102,-0.693100742,0.134599141,-0.002086168
,26,307,-0.697409533,Langston Galloway,,DET,G,6,22.25833333,5,0.5,2,0.666666667,0.333333333,0.166666667,0.35483871,5.166666667,0.833333333,1,0.166666667,-1.759170537,-0.90194674,-1.350669244,-1.130039835,-1.207627181,-0.893905363,-0.84502549,0.134599141,1.677099454
,14,165,-0.344895701,Dorian Finney-Smith,,DAL,F,8,25.1625,7.75,1.375,3.25,0.75,0.875,0.5,0.469387755,6.125,0.833333333,0.75,1,-1.29357102,-0.089803689,-0.927575317,-1.091168237,-0.172330638,-0.389063883,-0.083222397,0.105167227,0.837506643
,23,275,-0.617277166,Landry Shamet,,PHI,G,8,18.22708333,5.75,1.375,1.25,0.875,0.5,0.125,0.348837209,5.375,0.833333333,0.75,0.375,-1.63218885,-0.089803689,-1.6045256,-1.03286084,-0.889074399,-0.957010547,-0.92239905,0.105167227,1.467201251
,21,245,-0.550690985,Tony Parker,,CHA,G,7,17.35,9.428571429,0.285714286,1.428571429,5.285714286,0.142857143,0,0.456140351,8.142857143,0.8,2.142857143,1.285714286,-1.009373912,-1.100838916,-1.544083611,1.024557316,-1.571687504,-1.146326102,-0.259690931,0.101578547,0.549646251
,19,224,-0.50536834,Cristiano Felicio,,CHI,C,5,21.62333333,5.6,0,6,0.6,0.6,0.2,0.526315789,3.8,0.8,2,1,-1.657585188,-1.366028484,0.003231322,-1.161137114,-0.697942729,-0.843421215,0.241130293,0.095931409,0.837506643
,27,322,-0.734772627,Seth Curry,,POR,G,7,18.59285714,5.571428571,1.142857143,1.428571429,1,0,0.142857143,0.416666667,5.142857143,1,0.142857143,0.857142857,-1.662422585,-0.305270213,-1.544083611,-0.974553443,-1.844732747,-0.929965468,-0.422907633,0.089545217,0.981436839
,23,272,-0.610952551,Avery Bradley,,LAC,G,7,26.81190476,7.857142857,0.857142857,2,1.714285714,0.714285714,0.428571429,0.380952381,9,1,0.142857143,1.428571429,-1.275430779,-0.570459781,-1.350669244,-0.641368316,-0.479506535,-0.4972442,-1.179155375,0.089545217,0.405716055
,7,74,-0.091918822,Jusuf Nurkic,,POR,C,7,23.96904762,14.28571429,0.142857143,9.571428571,1.285714286,1,0.857142857,0.506329114,11.28571429,0.791666667,3.428571429,2.285714286,-0.187016323,-1.2334337,1.212071113,-0.841279392,0.066583949,0.151837701,0.376456189,0.085376189,-0.457865122
,1,7,0.716936597,LeBron James,,LAL,F,8,36.36666667,27.75,1.5,8.625,7.875,2.125,0.5,0.509433962,19.875,0.786885246,7.625,3.25,2.092607287,0.026216746,0.891728568,2.2323534,2.216815232,-0.389063883,0.727471602,0.083694366,-1.429393946
,12,137,-0.267049244,Josh Okogie,,MIN,G,6,29.325,9.833333333,0.833333333,5.333333333,1.333333333,1.666666667,0.666666667,0.383333333,10,0.8,1.666666667,1.666666667,-0.940844113,-0.592558911,-0.222418773,-0.81906705,1.34079508,-0.136643144,-1.281293431,0.082754755,0.165832394
,14,162,-0.331463192,Jonas Jerebko,,GSW,F,9,16.41481481,7.222222222,1.222222222,4.333333333,1.555555556,0.666666667,0.111111111,0.512195122,4.555555556,0.8,1.666666667,0.666666667,-1.382928503,-0.231606444,-0.560893914,-0.715409456,-0.570521616,-0.978045609,0.200138288,0.082754755,1.173343767
,18,211,-0.487839499,Donte DiVincenzo,Playing - left quad contusion,MIL,G,7,20.12380952,8.285714286,1.142857143,4,1.571428571,0.285714286,0.285714286,0.466666667,6.428571429,0.8,1.428571429,1.285714286,-1.202869815,-0.305270213,-0.673718961,-0.708005342,-1.298642262,-0.713604834,-0.111433171,0.07334286,0.549646251
,6,72,-0.078333246,Otto Porter,,WAS,F,7,30.81428571,10.57142857,1.142857143,5.285714286,1.142857143,1.571428571,0.714285714,0.414285714,10,0.8,1.428571429,0.571428571,-0.815878008,-0.305270213,-0.238536636,-0.907916418,1.158764918,-0.064522933,-0.874280011,0.07334286,1.269297232
,4,48,0.027643216,Tobias Harris,,LAC,F,7,34.08809524,20.85714286,1.714285714,8.428571429,1.714285714,0.285714286,0.714285714,0.5,15.42857143,0.787878788,4.714285714,2,0.925585121,0.225108922,0.82524238,-0.641368316,-1.298642262,-0.064522933,0.378216935,0.069173832,-0.17000473
,19,220,-0.498983509,Willy Hernangomez,,CHA,C,7,13.81190476,7,0.285714286,5.285714286,0.714285714,0.571428571,0.142857143,0.533333333,4.285714286,0.789473684,2.714285714,1.142857143,-1.420552706,-1.100838916,-0.238536636,-1.107827493,-0.752551778,-0.929965468,0.308704464,0.057140502,0.693576447
,21,249,-0.561770486,Stanley Johnson,,DET,F,6,28.13055556,8,1.333333333,5,1.833333333,0.666666667,0.166666667,0.382978723,7.833333333,0.8,0.833333333,2.166666667,-1.251243791,-0.128477168,-0.33524382,-0.585837462,-0.570521616,-0.893905363,-1.002594982,0.04981312,-0.337923292
,26,308,-0.699959091,Kyle Korver,,CLE,G,6,15.10833333,5.5,0.833333333,1.166666667,1.166666667,0.166666667,0,0.5,4,0.8,0.833333333,0.833333333,-1.674516079,-0.592558911,-1.632731862,-0.896810247,-1.526179964,-1.146326102,0.114253018,0.04981312,1.005425205
,28,326,-0.742896114,Glenn Robinson III,,DET,F,6,12.83333333,3.833333333,0.166666667,1.5,0,0.333333333,0.166666667,0.473684211,3.166666667,0.8,0.833333333,0.333333333,-1.956697605,-1.211334569,-1.519906815,-1.44101262,-1.207627181,-0.893905363,-0.014574887,0.04981312,1.509180892
,18,209,-0.48456305,Kevin Huerter,Will not return - right ankle sprain,ATL,G,7,15.72380952,5.142857143,1.142857143,4.142857143,1.428571429,0.428571429,0.285714286,0.413793103,4.142857143,0.8,0.714285714,0.714285714,-1.734983549,-0.305270213,-0.62536537,-0.774642367,-1.02559702,-0.713604834,-0.352078302,0.045107172,1.125367035
,12,141,-0.268450583,Ish Smith,,DET,G,7,28.69761905,11.71428571,1.714285714,2.428571429,3.285714286,0.428571429,0.285714286,0.5,9.428571429,0.8,0.714285714,1.285714286,-0.622382105,0.225108922,-1.205608469,0.091638962,-1.02559702,-0.713604834,0.239635879,0.045107172,0.549646251
,12,134,-0.261136456,Darren Collison,,IND,G,8,25.90208333,9.125,0.5,2,4.75,1.5,0,0.475409836,7.625,0.785714286,1.75,1.5,-1.060771261,-0.90194674,-1.350669244,0.774668471,1.022242297,-1.146326102,-0.048577133,0.027400649,0.333750957
,19,218,-0.497016493,Luke Kennard,Injured - shoulder sprain (14g),DET,G,3,14.42777778,5.666666667,0.333333333,1.666666667,1,0.333333333,0.333333333,0.666666667,4,0,0,0.333333333,-1.646297927,-1.056640655,-1.463494291,-0.974553443,-1.207627181,-0.641484623,0.990897307,0.016871485,1.509180892
,32,373,-0.889569929,Guerschon Yabusele,,BOS,F,5,3.596666667,0.8,0,1,0,0,0.2,0.333333333,1.2,0,0,0,-2.470267981,-1.366028484,-1.689144386,-1.44101262,-1.844732747,-0.843421215,-0.213411428,0.016871485,1.845018016
,32,375,-0.892410341,Matthew Dellavedova,,MIL,G,4,6.220833333,2.25,0.75,0.5,1,0,0,0.333333333,2.25,0,0,0.75,-2.224770054,-0.669905869,-1.858381956,-0.974553443,-1.844732747,-1.146326102,-0.419278869,0.016871485,1.089384486
,31,370,-0.886516891,Skal Labissiere,,SAC,F,3,5.016666667,1.666666667,0.333333333,1,0.333333333,0,0,0.4,1.666666667,0,0,0.333333333,-2.323533588,-1.056640655,-1.689144386,-1.285526228,-1.844732747,-1.146326102,-0.158800687,0.016871485,1.509180892
,26,309,-0.701365099,Robert Williams,,BOS,C,3,4.155555556,0.666666667,0,0.666666667,0.333333333,0,1,1,0.333333333,0,0,0,-2.492842503,-1.366028484,-1.801969433,-1.285526228,-1.844732747,0.368198335,0.248725667,0.016871485,1.845018016
