Own,Round,Rank,Value,Name,Inj,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
,22,260,-0.589912143,Mike Scott,,LAC,F,7,11.40238095,3.857142857,0.714285714,1.714285714,1,0.428571429,0,0.578947368,2.714285714,0,0,0.285714286,-1.95266644,-0.703054565,-1.447376427,-0.974553443,-1.02559702,-1.146326102,0.366335599,0.016871485,1.557157624
,31,368,-0.878801587,Abdel Nader,,OKC,F,2,1.975,0,0,0,0,0.5,0,0,0.5,0,0,0,-2.605715114,-1.366028484,-2.027619527,-1.44101262,-0.889074399,-1.146326102,-0.295327539,0.016871485,1.845018016
,32,381,-0.912178345,Jordan McRae,,WAS,G,3,6.872222222,0.666666667,0,1.333333333,0.666666667,0,0.333333333,0.142857143,2.333333333,0,0,0,-2.492842503,-1.366028484,-1.576319338,-1.130039835,-1.844732747,-0.641484623,-1.02004708,0.016871485,1.845018016
,32,380,-0.912133811,Jordan Loyd,,TOR,G,1,2.283333333,0,0,1,0,0,0,0,0,0,0,0,-2.605715114,-1.366028484,-1.689144386,-1.44101262,-1.844732747,-1.146326102,0.021865648,0.016871485,1.845018016
,32,382,-0.919806722,Zach Lofton,,DET,G,1,3.75,0,0,0,0,1,0,0,1,0,0,1,-2.605715114,-1.366028484,-2.027619527,-1.44101262,0.066583949,-1.146326102,-0.612520726,0.016871485,0.837506643
,21,241,-0.540024919,Channing Frye,,CLE,F,1,21.2,5,1,4,1,0,0,0.5,4,0,0,0,-1.759170537,-0.437864997,-0.673718961,-0.974553443,-1.844732747,-1.146326102,0.114253018,0.016871485,1.845018016
,32,376,-0.895355359,Greg Monroe,,TOR,C,2,4.35,1,0,3,0.5,0,0,0.2,2.5,0,0,0,-2.436406198,-1.366028484,-1.012194103,-1.207783031,-1.844732747,-1.146326102,-0.90661707,0.016871485,1.845018016
,18,215,-0.492729404,Duncan Robinson,G-League,MIA,G,1,9.85,3,1,4,0,1,0,0.333333333,3,0,0,0,-2.097788368,-0.437864997,-0.673718961,-1.44101262,0.066583949,-1.146326102,-0.566327041,0.016871485,1.845018016
,32,379,-0.906985325,Andrew Harrison,,FA,G,1,4.516666667,2,0,0,0,0,0,0.5,2,0,0,0,-2.267097283,-1.366028484,-2.027619527,-1.44101262,-1.844732747,-1.146326102,0.068059333,0.016871485,1.845018016
,32,377,-0.895548701,Thomas Welsh,G-League,DEN,C,2,3.333333333,0,0,1,1,0,0,0,0.5,0,0,0,-2.605715114,-1.366028484,-1.689144386,-0.974553443,-1.844732747,-1.146326102,-0.295327539,0.016871485,1.845018016
,27,314,-0.714589789,Gary Clark,,HOU,F,5,7.553333333,3.4,1,1.6,0.2,0,0.2,0.4,3,0,0,0,-2.030064801,-0.437864997,-1.486059301,-1.347720784,-1.844732747,-0.843421215,-0.303333754,0.016871485,1.845018016
,29,340,-0.775942172,Kenneth Faried,,BKN,F,3,4.927777778,2.666666667,0,1.333333333,0,0.333333333,0,0.8,1.666666667,0,0,0.666666667,-2.154224673,-1.366028484,-1.576319338,-1.44101262,-1.207627181,-1.146326102,0.717843602,0.016871485,1.173343767
,30,350,-0.81042389,Tyler Dorsey,,ATL,G,4,8.770833333,3.5,0.5,0.75,0.75,0,0,0.4,3.75,0,0,0,-2.01313391,-0.90194674,-1.773763171,-1.091168237,-1.844732747,-1.146326102,-0.384633605,0.016871485,1.845018016
,30,349,-0.803164382,Marquese Chriss,,HOU,F,1,8.133333333,4,0,2,0,0,1,0.4,5,0,0,1,-1.928479452,-1.366028484,-1.350669244,-1.44101262,-1.844732747,0.368198335,-0.520133355,0.016871485,0.837506643
,21,247,-0.55626198,Juan Hernangomez,,DEN,F,6,15.73333333,3.666666667,0.666666667,3.833333333,0.5,0.5,0.333333333,0.409090909,3.666666667,0,0,0.333333333,-1.984915757,-0.747252826,-0.730131485,-1.207783031,-0.889074399,-0.641484623,-0.331768074,0.016871485,1.509180892
,28,334,-0.765257528,Devonte' Graham,G-League,CHA,G,2,9.341666667,3.5,0.5,1,1.5,0,0,0.5,3,0,0,0.5,-2.01313391,-0.90194674,-1.689144386,-0.741323854,-1.844732747,-1.146326102,0.091156176,0.016871485,1.34126233
,29,338,-0.775176304,Lorenzo Brown,,TOR,G,7,9.114285714,2.571428571,0.285714286,1.142857143,1.142857143,0.428571429,0.285714286,0.347826087,3.285714286,0,0,0.714285714,-2.170349331,-1.100838916,-1.640790794,-0.907916418,-1.02559702,-0.713604834,-0.559727943,0.016871485,1.125367035
,9,99,-0.154868013,Troy Williams,Out - right ankle soreness (1g),SAC,F,2,22.83333333,7.5,1.5,3,0.5,0.5,1,0.6,5,0,0,0,-1.335898248,0.026216746,-1.012194103,-1.207783031,-0.889074399,0.368198335,0.794833077,0.016871485,1.845018016
,31,363,-0.869979797,Jaylen Adams,G-League,ATL,G,4,3.241666667,0.75,0.25,0.5,0.25,0,0.25,0.25,1,0,0,0,-2.478733427,-1.133987612,-1.858381956,-1.324397826,-1.844732747,-0.767694993,-0.283779118,0.016871485,1.845018016
,30,359,-0.866654848,Furkan Korkmaz,,PHI,G,5,5.27,0.8,0,1,0,0.2,0,0.4,1,0,0,0,-2.470267981,-1.366028484,-1.689144386,-1.44101262,-1.462469407,-1.146326102,-0.086534153,0.016871485,1.845018016
,31,366,-0.874725329,Jacob Evans,,GSW,F,6,6.319444444,0.666666667,0,0.5,1.166666667,0.166666667,0,0.285714286,1.166666667,0,0,0.166666667,-2.492842503,-1.366028484,-1.858381956,-0.896810247,-1.526179964,-1.146326102,-0.279929644,0.016871485,1.677099454
,31,365,-0.874315881,Tyler Lydon,,DEN,F,2,2.158333333,1,0,0.5,0,0,0,1,0.5,0,0,0,-2.436406198,-1.366028484,-1.858381956,-1.44101262,-1.844732747,-1.146326102,0.362155677,0.016871485,1.845018016
,30,354,-0.839549805,Jerome Robinson,,LAC,G,3,5.194444444,3,0.333333333,0.333333333,0,0,0,0.5,2.666666667,0,0,0,-2.097788368,-1.056640655,-1.91479448,-1.44101262,-1.844732747,-1.146326102,0.083457228,0.016871485,1.845018016
,30,353,-0.83649795,Zhou Qi,,HOU,F,1,0.95,2,0,0,0,0,0,1,1,0,0,0,-2.267097283,-1.366028484,-2.027619527,-1.44101262,-1.844732747,-1.146326102,0.702445707,0.016871485,1.845018016
,30,358,-0.858952447,Deonte Burton,,OKC,G,3,4.166666667,1.666666667,0.333333333,0.333333333,0,0,0.333333333,0.333333333,2,0,0,0,-2.323533588,-1.056640655,-1.91479448,-1.44101262,-1.844732747,-0.641484623,-0.370262811,0.016871485,1.845018016
,30,357,-0.853762367,Ivica Zubac,,LAL,C,2,3.525,0,0,1.5,0.5,0,0.5,0,1,0,0,0,-2.605715114,-1.366028484,-1.519906815,-1.207783031,-1.844732747,-0.389063883,-0.612520726,0.016871485,1.845018016
,32,383,-0.925209435,Ryan Broekhoff,,DAL,F,5,3.046666667,1.2,0.4,0.4,0,0,0,0.25,1.6,0,0,0,-2.402544415,-0.994763089,-1.89222947,-1.44101262,-1.844732747,-1.146326102,-0.467165977,0.016871485,1.845018016
,34,400,-0.982621186,Keita Bates-Diop,,MIN,F,1,5.7,0,0,1,0,0,0,0,1,0,0,0,-2.605715114,-1.366028484,-1.689144386,-1.44101262,-1.844732747,-1.146326102,-0.612520726,0.016871485,1.845018016
,34,401,-0.982621186,Kenrich Williams,,NOR,G,2,7.283333333,0,0,1,0,0,0,0,1,0,0,0,-2.605715114,-1.366028484,-1.689144386,-1.44101262,-1.844732747,-1.146326102,-0.612520726,0.016871485,1.845018016
,34,405,-0.996773776,Ike Anigbogu,G-League,IND,F,1,2.85,0,0,1,0,0,1,0,2,0,0,1,-2.605715114,-1.366028484,-1.689144386,-1.44101262,-1.844732747,0.368198335,-1.2469071,0.016871485,0.837506643
,34,404,-0.99419457,Frank Kaminsky,,CHA,F,3,5.722222222,1.333333333,0,1,0.666666667,0,0,0.285714286,2.333333333,0,0,0.666666667,-2.379969893,-1.366028484,-1.689144386,-1.130039835,-1.844732747,-1.146326102,-0.581724936,0.016871485,1.173343767
,24,288,-0.657008455,Khem Birch,,ORL,C,2,8.441666667,2,0,1,0,1,0,0.5,2,0,0,0,-2.267097283,-1.366028484,-1.689144386,-1.44101262,0.066583949,-1.146326102,0.068059333,0.016871485,1.845018016
,34,398,-0.978135963,Sterling Brown,,MIL,G,5,5.2,0.8,0,1.8,0.2,0,0,0.25,1.6,0,0,0.6,-2.470267981,-1.366028484,-1.418364272,-1.347720784,-1.844732747,-1.146326102,-0.467165977,0.016871485,1.240511192
,24,279,-0.624760279,Malik Beasley,,DEN,G,7,17.5047619,6,0.571428571,2.714285714,0.428571429,0.428571429,0.142857143,0.475,5.714285714,0,0,0.714285714,-1.589861621,-0.835649348,-1.108901286,-1.241101544,-1.02559702,-0.929965468,-0.034004742,0.016871485,1.125367035
,16,186,-0.42118052,James Ennis,Probable - strained right hamstring,HOU,F,3,23.23888889,6.666666667,2,3,1,1,0,0.368421053,6.333333333,0,0,0.666666667,-1.476989011,0.49029849,-1.012194103,-0.974553443,0.066583949,-1.146326102,-0.92765971,0.016871485,1.173343767
,35,415,-1.09071691,Damion Lee,,GSW,G,1,2.166666667,0,0,0,0,0,0,0,2,0,0,0,-2.605715114,-1.366028484,-2.027619527,-1.44101262,-1.844732747,-1.146326102,-1.2469071,0.016871485,1.845018016
,35,412,-1.041096893,T.J. Leaf,,IND,F,4,5.870833333,0,0,1,0.5,0,0.25,0,2,0,0,0.5,-2.605715114,-1.366028484,-1.689144386,-1.207783031,-1.844732747,-0.767694993,-1.2469071,0.016871485,1.34126233
,35,418,-1.276999977,Udonis Haslem,,MIA,F,1,3.883333333,0,0,1,0,0,0,0,2,0,0,2,-2.605715114,-1.366028484,-1.689144386,-1.44101262,-1.844732747,-1.146326102,-1.2469071,0.016871485,-0.17000473
,35,417,-1.239391628,Wade Baldwin IV,,POR,G,1,3.033333333,0,0,2,0,0,0,0,2,0,0,2,-2.605715114,-1.366028484,-1.350669244,-1.44101262,-1.844732747,-1.146326102,-1.2469071,0.016871485,-0.17000473
,35,409,-1.033616146,C.J. Williams,,MIN,G,3,6.272222222,0.666666667,0,0,0,0,0,0.333333333,1,0,0,0.666666667,-2.492842503,-1.366028484,-2.027619527,-1.44101262,-1.844732747,-1.146326102,-0.174198582,0.016871485,1.173343767
,34,406,-1.001425361,Timothe Luwawu-Cabarrot,,OKC,G,2,1.275,0,0,0.5,0,0,0,0,1,0,0,0,-2.605715114,-1.366028484,-1.858381956,-1.44101262,-1.844732747,-1.146326102,-0.612520726,0.016871485,1.845018016
,14,167,-0.351642534,Kosta Koufos,,SAC,C,2,12.29166667,5,0,4.5,0.5,0.5,0.5,0.714285714,3.5,0,0,0,-1.759170537,-1.366028484,-0.50448139,-1.207783031,-0.889074399,-0.389063883,1.088929422,0.016871485,1.845018016
,35,410,-1.038888113,Devin Harris,Injured - hamstring (1g),DAL,G,1,6.2,0,0,0,1,0,0,0,2,0,0,0,-2.605715114,-1.366028484,-2.027619527,-0.974553443,-1.844732747,-1.146326102,-1.2469071,0.016871485,1.845018016
,34,397,-0.976000656,Luke Kornet,,NYK,F,3,3.566666667,0,0,0,0.666666667,0,0,0,0.333333333,0,0,0.333333333,-2.605715114,-1.366028484,-2.027619527,-1.130039835,-1.844732747,-1.146326102,-0.189596477,0.016871485,1.509180892
,25,298,-0.681828275,De'Anthony Melton,,PHO,G,2,11.21666667,3.5,0.5,1,0.5,1.5,0.5,0.25,6,0,0,1,-2.01313391,-0.90194674,-1.689144386,-1.207783031,1.022242297,-0.389063883,-1.812002946,0.016871485,0.837506643
,33,390,-0.94974216,Ray Spalding,G-League,DAL,F,1,0.9,0,0,0,0,0,0,0,0,0,0,0,-2.605715114,-1.366028484,-2.027619527,-1.44101262,-1.844732747,-1.146326102,0.021865648,0.016871485,1.845018016
,17,198,-0.455639332,Milos Teodosic,,LAC,G,3,11.59444444,4.666666667,1.333333333,2.333333333,2.666666667,0.333333333,0.333333333,0.833333333,2,0,0,1.666666667,-1.815606842,-0.128477168,-1.237844197,-0.197121481,-1.207627181,-0.641484623,0.944703622,0.016871485,0.165832394
,25,292,-0.661572679,Chandler Parsons,Injured - right knee soreness (3g),MEM,F,3,15.43333333,5.666666667,1,1.333333333,0.666666667,0.333333333,0.333333333,0.411764706,5.666666667,0,0,0.666666667,-1.646297927,-0.437864997,-1.576319338,-1.130039835,-1.207627181,-0.641484623,-0.50473546,0.016871485,1.173343767
,26,301,-0.686426899,Jakob Poeltl,,SAS,C,4,10.47916667,2,0,3.75,1.25,0.25,0,0.571428571,1.75,0,0,0.5,-2.267097283,-1.366028484,-0.758337747,-0.857938649,-1.366903573,-1.146326102,0.226655926,0.016871485,1.34126233
,27,317,-0.719368377,Luol Deng,,MIN,F,1,12,4,0,5,0,0,1,0.285714286,7,0,0,0,-1.928479452,-1.366028484,-0.33524382,-1.44101262,-1.844732747,0.368198335,-1.788906103,0.016871485,1.845018016
,33,386,-0.94375817,Kris Dunn,Injured - sprained mcl (17g),CHI,G,1,30.3,9,1,4,7,0,0,0.307692308,13,0,0,4,-1.081934875,-0.437864997,-0.673718961,1.82420162,-1.844732747,-1.146326102,-2.96529148,0.016871485,-2.185027476
,33,385,-0.937326161,Dragan Bender,,PHO,F,4,3.616666667,1,0,1.25,0,0,0,0.5,1,0,0,0.5,-2.436406198,-1.366028484,-1.6045256,-1.44101262,-1.844732747,-1.146326102,0.04496249,0.016871485,1.34126233
,33,389,-0.94974216,Daryl Macon,G-League,DAL,G,1,0.866666667,0,0,0,0,0,0,0,0,0,0,0,-2.605715114,-1.366028484,-2.027619527,-1.44101262,-1.844732747,-1.146326102,0.021865648,0.016871485,1.845018016
,33,388,-0.94974216,Anfernee Simons,,POR,G,1,0.95,0,0,0,0,0,0,0,0,0,0,0,-2.605715114,-1.366028484,-2.027619527,-1.44101262,-1.844732747,-1.146326102,0.021865648,0.016871485,1.845018016
,33,396,-0.975360337,Aaron Holiday,,IND,G,5,3.22,1,0.2,0.2,0.4,0,0,0.333333333,1.2,0,0,0.6,-2.436406198,-1.180395786,-1.959924499,-1.254428949,-1.844732747,-1.146326102,-0.213411428,0.016871485,1.240511192
,33,394,-0.960103573,Treveon Graham,Injured - torn left hamstring (27g),BKN,G,2,13.56666667,0,0,2,0.5,0.5,0,0,1.5,0,0,1,-2.605715114,-1.366028484,-1.350669244,-1.207783031,-0.889074399,-1.146326102,-0.929713913,0.016871485,0.837506643
,17,196,-0.453292017,O.G. Anunoby,Playing - personal,TOR,F,5,24.18666667,7.2,1.2,3.4,0.6,0.6,0.4,0.454545455,6.6,0,0,0.8,-1.386690923,-0.2522323,-0.876804046,-1.161137114,-0.697942729,-0.540516327,-0.220185121,0.016871485,1.039008918
,33,391,-0.94974216,Emmanuel Mudiay,,NYK,G,1,2.4,0,0,0,0,0,0,0,0,0,0,0,-2.605715114,-1.366028484,-2.027619527,-1.44101262,-1.844732747,-1.146326102,0.021865648,0.016871485,1.845018016
,33,387,-0.94974216,Tyler Ulis,,CHI,G,1,0.816666667,0,0,0,0,0,0,0,0,0,0,0,-2.605715114,-1.366028484,-2.027619527,-1.44101262,-1.844732747,-1.146326102,0.021865648,0.016871485,1.845018016
,33,392,-0.94974216,John Holland,G-League,CLE,G,1,0.733333333,0,0,0,0,0,0,0,0,0,0,0,-2.605715114,-1.366028484,-2.027619527,-1.44101262,-1.844732747,-1.146326102,0.021865648,0.016871485,1.845018016
,4,43,0.078744018,Domantas Sabonis,,IND,C,7,22.29047619,14.42857143,0.142857143,9.571428571,2.142857143,0.714285714,0.714285714,0.706896552,8.285714286,0.782608696,3.285714286,2.428571429,-0.162829335,-1.2334337,1.212071113,-0.44145724,-0.479506535,-0.064522933,2.467467658,0.012702457,-0.601795318
,5,56,-0.024622854,Nicolas Batum,,CHA,F,8,33.88333333,10.75,1.875,6.25,3.375,1.125,0.875,0.450704225,8.875,0.777777778,1.125,2,-0.785644274,0.374278054,0.087850107,0.133287103,0.305498536,0.17888278,-0.348447688,0.002694422,-0.17000473
,18,205,-0.471990448,Patrick Beverley,,LAC,G,7,23.26428571,5.857142857,0.857142857,5,4.714285714,0.571428571,0.285714286,0.311111111,6.428571429,0.777777778,1.285714286,1.428571429,-1.614048609,-0.570459781,-0.33524382,0.758009215,-0.752551778,-0.713604834,-1.426399604,0.000669127,0.405716055
,26,302,-0.687722457,Frank Jackson,,NOR,G,5,14.94666667,6.4,1,0.4,1,0.4,0,0.37037037,5.4,0.777777778,1.8,0.2,-1.522138055,-0.437864997,-1.89222947,-0.974553443,-1.080206068,-1.146326102,-0.773887905,-0.005811816,1.643515741
,27,323,-0.736150663,MarShon Brooks,,MEM,G,5,12.70333333,6.6,0.4,1.6,0.6,0.2,0,0.461538462,5.2,0.777777778,1.8,0.6,-1.488276272,-0.994763089,-1.486059301,-1.161137114,-1.462469407,-1.146326102,-0.121024057,-0.005811816,1.240511192
,19,222,-0.503717402,Andre Iguodala,Probable - calf,GSW,G,8,18.88541667,2.875,0.25,2.375,2.375,0.75,0.75,0.409090909,2.75,0.75,0.5,0.875,-2.118951982,-1.133987612,-1.223741066,-0.333172074,-0.411245225,-0.010432774,-0.243359643,-0.022011804,0.963445565
,3,26,0.261354924,Paul George,,OKC,F,6,34.75277778,25.5,3.166666667,6.666666667,3.5,2.166666667,0.666666667,0.414634146,20.5,0.780487805,6.833333333,3.5,1.711662228,1.573155891,0.228881416,0.1915945,2.296453428,-0.136643144,-1.805840335,-0.025797882,-1.681271789
,21,251,-0.567858965,Solomon Hill,,NOR,F,7,18.89761905,3.142857143,0.428571429,2.142857143,2,0.857142857,0.571428571,0.285714286,4,0.75,0.571428571,0.571428571,-2.07360138,-0.968244132,-1.302315652,-0.508094266,-0.206461293,-0.280883567,-1.012861067,-0.02756656,1.269297232
,5,59,-0.035341479,Donovan Mitchell,Questionable - hamstring,UTA,G,7,35.07142857,23.28571429,2.571428571,2.428571429,4.428571429,1.285714286,0.285714286,0.446043165,19.85714286,0.777777778,3.857142857,2.857142857,1.336763915,1.020677625,-1.205608469,0.624735164,0.612674434,-0.713604834,-0.928389655,-0.031735588,-1.033585907
,4,41,0.090564206,Gary Harris,,DEN,G,7,34.01904762,19.42857143,1.285714286,3.857142857,3.571428571,1.142857143,0.428571429,0.481818182,15.71428571,0.777777778,3.857142857,0.857142857,0.683715242,-0.172675429,-0.722072553,0.224913012,0.339629192,-0.4972442,0.009111337,-0.031735588,0.981436839
,8,87,-0.132262283,Jae Crowder,,UTA,F,7,30.69761905,13,2,5.857142857,1.857142857,0.714285714,0,0.424242424,9.428571429,0.777777778,3.857142857,0.142857143,-0.404699214,0.49029849,-0.04512227,-0.574731291,-0.479506535,-1.146326102,-0.699625859,-0.031735588,1.70108782
,24,277,-0.618598646,Torrey Craig,,DEN,G,6,20.46944444,4.166666667,0.333333333,3.166666667,0.666666667,0.666666667,0.5,0.384615385,4.333333333,0.75,0.666666667,0.833333333,-1.9002613,-1.056640655,-0.955781579,-1.130039835,-0.570521616,-0.389063883,-0.535531251,-0.034972901,1.005425205
,6,63,-0.047391522,Damyean Dotson,,NYK,G,6,29.63611111,13.16666667,2.333333333,5.833333333,0.833333333,1.166666667,0.166666667,0.455882353,11.33333333,0.75,0.666666667,0.666666667,-0.376481061,0.799686319,-0.053181202,-1.052296639,0.385136732,-0.893905363,-0.373853352,-0.034972901,1.173343767
,31,367,-0.878545436,Ron Baker,,NYK,G,6,13.20555556,0.833333333,0,0.666666667,1.166666667,0.5,0,0.1,1.666666667,0.75,0.666666667,0.333333333,-2.464624351,-1.366028484,-1.801969433,-0.896810247,-0.889074399,-1.146326102,-0.816283903,-0.034972901,1.509180892
,7,78,-0.106819492,E'Twaun Moore,,NOR,G,7,32.05952381,14.85714286,1.714285714,2.428571429,1.571428571,0.857142857,0.571428571,0.525641026,11.14285714,0.769230769,1.857142857,1.142857143,-0.090268371,0.225108922,-1.205608469,-0.708005342,-0.206461293,-0.280883567,0.654935161,-0.043768917,0.693576447
,6,66,-0.059030984,Markieff Morris,Probable - concussion,WAS,F,6,25.73055556,12.66666667,2,5.5,1.5,0.5,1.166666667,0.509433962,8.833333333,0.769230769,2.166666667,1.5,-0.461135519,0.49029849,-0.166006249,-0.741323854,-0.889074399,0.620619075,0.335468294,-0.053875651,0.333750957
,17,200,-0.460421047,Justin Jackson,Off the Bench,SAC,F,8,26.87291667,7,0.75,4,1.875,0.75,0.25,0.372881356,7.375,0.75,1,0.375,-1.420552706,-0.669905869,-0.673718961,-0.566401663,-0.411245225,-0.767694993,-1.040576169,-0.060895094,1.467201251
,10,111,-0.177264277,Joe Harris,,BKN,G,8,30.33333333,13.375,2.875,4.125,2.375,0.5,0.125,0.52,9.375,0.75,1,2,-0.341208371,1.302441541,-0.631409568,-0.333172074,-0.889074399,-0.957010547,0.484954754,-0.060895094,-0.17000473
,22,259,-0.58726538,Shabazz Napier,,BKN,G,5,13.78666667,8.4,1.6,0.6,1.6,0.8,0,0.363636364,6.6,0.769230769,2.6,1,-1.183520225,0.119033095,-1.824534442,-0.694677937,-0.31567939,-1.146326102,-1.00916498,-0.068025078,0.837506643
,16,187,-0.421712917,Patrick Patterson,,OKC,F,6,19.75277778,8,1.333333333,3.666666667,0,0.5,0.5,0.459459459,6.166666667,0.75,1.333333333,0.5,-1.251243791,-0.128477168,-0.786544008,-1.44101262,-0.889074399,-0.389063883,-0.164445431,-0.086817286,1.34126233
,32,384,-0.934250099,Christian Wood,,MIL,F,3,5.066666667,2,0.333333333,1,0,0,0,0.25,1.333333333,0.75,1.333333333,0.333333333,-2.267097283,-1.056640655,-1.689144386,-1.44101262,-1.844732747,-1.146326102,-0.385660706,-0.086817286,1.509180892
,12,142,-0.269257469,Sam Dekker,,CLE,F,6,16.06388889,6.333333333,0.666666667,4.5,1.166666667,1.333333333,0,0.56,4.166666667,0.75,1.333333333,0.5,-1.533425316,-0.747252826,-0.50448139,-0.896810247,0.703689515,-1.146326102,0.4468441,-0.086817286,1.34126233
,16,185,-0.417873047,Kevon Looney,,GSW,F,9,16.7962963,6.111111111,0,4.555555556,1.555555556,0.333333333,0.555555556,0.657142857,3.888888889,0.75,1.333333333,0.777777778,-1.57104952,-1.366028484,-0.485677216,-0.715409456,-1.207627181,-0.304923637,0.9152773,-0.086817286,1.061398059
,13,150,-0.282251842,Dwight Powell,,DAL,F,8,14.7625,9.375,0.125,4,1.125,0.875,0.375,0.710526316,4.75,0.769230769,3.25,1.125,-1.018444032,-1.250008048,-0.673718961,-0.916246046,-0.172330638,-0.578379438,1.446542083,-0.089249219,0.711567721
,6,61,-0.04370856,Al Horford,,BOS,F,7,29.21666667,11.42857143,1.285714286,6.857142857,3.571428571,0.714285714,1.571428571,0.430555556,10.28571429,0.75,1.714285714,1.857142857,-0.670756081,-0.172675429,0.293352872,0.224913012,-0.479506535,1.233640871,-0.679828566,-0.11644265,-0.026074534
,22,255,-0.576087028,Alex Abrines,,OKC,G,6,19.825,4.833333333,1.166666667,1.166666667,0.666666667,1.166666667,0.166666667,0.322580645,5.166666667,0.666666667,0.5,0.5,-1.787388689,-0.283171082,-1.632731862,-1.130039835,0.385136732,-0.893905363,-1.064186562,-0.119758922,1.34126233
,21,248,-0.558051092,Jordan Bell,,GSW,F,8,11.13125,2.125,0,2.375,0.5,0.5,1.125,0.545454545,1.375,0.714285714,0.875,0.5,-2.245933668,-1.366028484,-1.223741066,-1.207783031,-0.889074399,0.55751389,0.135809208,-0.124484609,1.34126233
,10,120,-0.207982019,Lance Stephenson,,LAL,G,8,19.15833333,10.75,1.125,4.25,2.625,1.125,0,0.529411765,8.5,0.714285714,0.875,1.375,-0.785644274,-0.321844561,-0.589100176,-0.21655728,0.305498536,-1.146326102,0.546930419,-0.124484609,0.459689878
,9,105,-0.167713297,Kyrie Irving,Note - bereavement,BOS,G,7,31.63809524,16.42857143,1.571428571,4.857142857,5.428571429,0.857142857,0.428571429,0.427184466,14.71428571,0.761904762,3,2.428571429,0.175788496,0.092514138,-0.383597411,1.091194341,-0.206461293,-0.4972442,-1.047173417,-0.132645007,-0.601795318
,23,267,-0.602725408,Austin Rivers,,WAS,G,7,23.48333333,7.428571429,1.285714286,1.714285714,2,0.428571429,0.571428571,0.395833333,6.857142857,0.714285714,1,1.571428571,-1.347991742,-0.172675429,-1.447376427,-0.508094266,-1.02559702,-0.280883567,-0.75901774,-0.144678337,0.261785859
,24,283,-0.644767003,Daniel Theis,Injured - heel (15g),BOS,F,5,12.25333333,6,0.4,3.4,0.8,0,0.2,0.565217391,4.6,0.666666667,0.6,0.8,-1.589861621,-0.994763089,-0.876804046,-1.067845278,-1.844732747,-0.843421215,0.522601054,-0.147085003,1.039008918
,29,337,-0.773056189,Allen Crabbe,,BKN,G,7,22.38095238,7.285714286,1.571428571,3.714285714,1.285714286,0.142857143,0.428571429,0.259259259,7.714285714,0.75,2.285714286,1.428571429,-1.37217873,0.092514138,-0.770426144,-0.841279392,-1.571687504,-0.4972442,-2.242039227,-0.160880695,0.405716055
,15,171,-0.365603487,Dennis Smith Jr.,,DAL,G,7,29.89285714,15.57142857,1.285714286,2.285714286,4.285714286,1.142857143,0.428571429,0.431372549,14.57142857,0.75,2.285714286,3,0.030666568,-0.172675429,-1.253962061,0.558098139,0.339629192,-0.4972442,-0.956546792,-0.160880695,-1.177516103
,26,311,-0.707112542,Jake Layman,,POR,F,7,12.34285714,4.142857143,0.571428571,1.571428571,0.428571429,0.285714286,0.142857143,0.5,3.428571429,0.5,0.285714286,0.428571429,-1.904292464,-0.835649348,-1.495730019,-1.241101544,-1.298642262,-0.929965468,0.101054823,-0.172914024,1.413227428
,16,191,-0.437302391,Frank Mason III,,SAC,G,7,16.13333333,8,0.857142857,1.571428571,3.714285714,0.714285714,0.142857143,0.446808511,6.714285714,0.727272727,1.571428571,0.857142857,-1.251243791,-0.570459781,-1.495730019,0.291550038,-0.479506535,-0.929965468,-0.29268642,-0.189116382,0.981436839
,9,108,-0.171736725,Ersan Ilyasova,,MIL,F,7,22.88809524,9.428571429,1.142857143,6.857142857,1.571428571,0.714285714,0.428571429,0.520833333,6.857142857,0.727272727,1.571428571,0.857142857,-1.009373912,-0.305270213,0.293352872,-0.708005342,-0.479506535,-0.4972442,0.368096345,-0.189116382,0.981436839
,12,143,-0.272582231,Jonathan Isaac,,ORL,F,7,23.40952381,7.857142857,0.714285714,6,0.571428571,0.857142857,1.142857143,0.428571429,7,0.727272727,1.571428571,0.857142857,-1.275430779,-0.703054565,0.003231322,-1.174464519,-0.206461293,0.584558969,-0.47393967,-0.189116382,0.981436839
,2,14,0.54190699,Kyle Lowry,,TOR,G,8,34.85,18.5,2.75,4,11.125,1.375,0.75,0.514851485,12.625,0.75862069,3.625,2.875,0.52649982,1.186421105,-0.673718961,3.748345725,0.78332771,-0.010432774,0.560019493,-0.191722024,-1.051577181
,31,362,-0.869096258,Terrance Ferguson,,OKC,G,6,21.63333333,2.666666667,0.166666667,1.666666667,0.333333333,0.666666667,0.166666667,0.304347826,3.833333333,0.5,0.333333333,1,-2.154224673,-1.211334569,-1.463494291,-1.285526228,-0.570521616,-0.893905363,-0.87582128,-0.204544943,0.837506643
,18,213,-0.489977864,Zaza Pachulia,,DET,C,7,15.31190476,4.428571429,0,4.571428571,2,0.857142857,0.428571429,0.347826087,3.285714286,0.75,2.857142857,0.571428571,-1.855918488,-1.366028484,-0.480304595,-0.508094266,-0.206461293,-0.4972442,-0.559727943,-0.205318739,1.269297232
